"subject_name","subject_key","role","research_status","source_page_url","original_media_url","creator","source_date","width_px","height_px","license_id","license_url","identity_evidence","crop_suitability","review_notes","fallback_asset_id","reviewed_utc"
"Sushant Singh Rajput","sushant-singh-rajput","actor","approved","https://commons.wikimedia.org/wiki/File:Sushant_Singh_Rajput,_IFFI_2017,_Goa,_India.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e1/Sushant_Singh_Rajput%2C_IFFI_2017%2C_Goa%2C_India.jpg","joegoaukiffi3","26 November 2017, 19:57:38","3648","2736","CC-BY-SA-2.0","https://creativecommons.org/licenses/by-sa/2.0/","Exact subject; existing repository source/cutout is already approved under ShareAlike. Preserve it.","Exact subject; existing repository source/cutout is already approved under ShareAlike. Preserve it.","Existing verified catalog asset: people/sushant-singh-rajput-cutout-v2.png; derivative remains CC BY-SA 2.0. https://www.flickr.com/photos/joegoaukiffi3/38658224691/ Source license statement: CC BY-SA 2.0. An approved cutout for this exact subject already exists in the production icon catalog; preserve it unless a replacement is reviewed intentionally.","category-movie-clapperboard-v3","2026-09-19"
"Tarsem Jassar","tarsem-jassar","singer","conditional","https://commons.wikimedia.org/wiki/File:Tarsem_Jassar.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0d/Tarsem_Jassar.jpg","News18 Punjab","2023-08-26","490","581","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact film-promotion portrait, but only 490 x 581.","Exact film-promotion portrait, but only 490 x 581.","YouTube-origin News18 Punjab still. Commons lists CC BY 3.0, but the raw file page does not expose an explicit external-license-review marker; retain conditionally. Source license statement: CC BY 3.0.","category-music-microphone-v3","2026-09-19"
"Tiger Shroff","tiger-shroff","actor","approved","https://commons.wikimedia.org/wiki/File:Tiger_Shroff_in_2019.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b3/Tiger_Shroff_in_2019.jpg","Bollywood Hungama","3 May 2019","449","633","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; clean solo upper-body portrait with sufficient face resolution.","Exact subject; clean solo upper-body portrait with sufficient face resolution.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. Tara Sutaria, Tiger Shroff and Ananya Pandey snapped at Cinepolis event Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Tom Hardy","tom-hardy","actor","approved","https://commons.wikimedia.org/wiki/File:Tom_Hardy_(41869508740).jpg","https://upload.wikimedia.org/wikipedia/commons/5/5a/Tom_Hardy_(41869508740).jpg","Gage Skidmore","2018-07-20 18:51","5760","3840","CC-BY-SA-2.0","https://creativecommons.org/licenses/by-sa/2.0/","Exact Tom Hardy at the 2018 San Diego Comic-Con Venom panel; very high resolution permits a clean face/shoulders crop.","Exact Tom Hardy at the 2018 San Diego Comic-Con Venom panel; very high resolution permits a clean face/shoulders crop.","Flickr-origin license was reviewed by FlickreviewR 2 on 2018-07-30. Attribute Gage Skidmore and retain share-alike on the derivative. Source license statement: CC BY-SA 2.0.","category-movie-clapperboard-v3","2026-09-19"
"Tulsi Kumar","tulsi-kumar","singer","approved","https://commons.wikimedia.org/wiki/File:Tulsi_Kumar_in_Screen_Awards_2019_(5).jpg","https://upload.wikimedia.org/wikipedia/commons/5/5e/Tulsi_Kumar_in_Screen_Awards_2019_%285%29.jpg","Bollywood Hungama","","585","878","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0","Tulsi Kumar in Screen Awards 2019","Solo red-carpet portrait; full body but recognizable at small display sizes after crop.","No correction needed Exact subject is identified by the Commons file title/description and visually matches the named singer. Attribute author/source, retain license link, and identify background removal/cropping as modifications. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY 3.0.","category-music-microphone-v3","2026-09-19"
"Tusshar Kapoor","tusshar-kapoor","actor","approved","https://commons.wikimedia.org/wiki/File:Tusshar_Kapoor_%28IIFA-2014-GreenCarpet2_%28306%29.jpg","https://upload.wikimedia.org/wikipedia/commons/6/66/Tusshar_Kapoor_%28IIFA-2014-GreenCarpet2_%28306%29.jpg","Laura Lee Dooley","25 April 2014, 20:42:49","3456","5184","CC-BY-2.0","https://creativecommons.org/licenses/by/2.0/","Exact subject; high-resolution solo IIFA red-carpet portrait with a clean crop.","Exact subject; high-resolution solo IIFA red-carpet portrait with a clean crop.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. https://www.flickr.com/photos/lauraleedooley/14039063813/ Source license statement: CC BY 2.0.","category-movie-clapperboard-v3","2026-09-19"
"Udit Narayan","udit-narayan","singer","approved","https://commons.wikimedia.org/wiki/File:Singer_Udit_Narayan.jpg","https://upload.wikimedia.org/wikipedia/commons/5/59/Singer_Udit_Narayan.jpg","Camaal Fotografia","","2592","3872","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0","Singer Udit Narayan at Mohammed Rafi Academy","Excellent high-resolution indoor portrait with a large, clear face.","No correction needed Exact subject is identified by the Commons file title/description and visually matches the named singer. Attribute author/source; release distributed cutout adaptation under the same or compatible ShareAlike license; retain license link and change notice. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY-SA 4.0.","category-music-microphone-v3","2026-09-19"
"Varun Dhawan","varun-dhawan","actor","approved","https://commons.wikimedia.org/wiki/File:Varun_Dhawan_at_Mehboob_Studios_in_2025_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/1/15/Varun_Dhawan_at_Mehboob_Studios_in_2025_%28cropped%29.jpg","Bollywood Hungama","22 February 2025","537","584","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; recent close crop with adequate detail and clear edges.","Exact subject; recent close crop with adequate detail and clear edges.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. https://www.bollywoodhungama.com/news/parties-and-events/photos-varun-dhawan-snapped-at-mehboob-studio/varun-dhawan-snapped-at-mehboob-studio-3/ Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Vidyut Jammwal","vidyut-jammwal","actor","approved","https://commons.wikimedia.org/wiki/File:Vidyut_jamwal1.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e3/Vidyut_jamwal1.jpg","Bollywood Hungama","31 May 2012","585","439","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; clean solo event portrait with adequate face scale for a guide icon.","Exact subject; clean solo event portrait with adequate face scale for a guide icon.","This actor appeared before the main alphabetical block in the raw CSV and was added to make the K–V audit complete. http://www.bollywoodhungama.com/celebritymicro/images/id/90975/category/parties/type/view/imageid/1367774/ Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Vinod Khanna","vinod-khanna","actor","conditional","https://commons.wikimedia.org/wiki/File:Vinod_Khanna_at_Esha_Deol%27s_wedding_at_ISCKON_temple_11_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/8/8a/Vinod_Khanna_at_Esha_Deol%27s_wedding_at_ISCKON_temple_11_%28cropped%29.jpg","Bollywood Hungama","4 July 2012","238","340","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject and clean solo crop, but only 238×340 pixels; verify enlarged result for softness.","Exact subject and clean solo crop, but only 238×340 pixels; verify enlarged result for softness.","Reviewed provider spelling or alias: ""VINOOD KHANNA"" maps exactly to ""Vinod Khanna"". Inventory spelling normalized to Vinod Khanna. http://www.bollywoodhungama.com/more/photos/view/stills/parties-and-events/id/1459459 Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Vishal Dadlani","vishal-dadlani","singer","approved","https://commons.wikimedia.org/wiki/File:VishalNH77.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4f/VishalNH77.jpg","Vishal.pentagrammer","","558","498","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0","Vishal Dadlani, Bacardi NH7 Weekender 2015, New Delhi","Clear close live-performance portrait; face is visible despite sunglasses and stage lighting.","No correction needed The initially found backlit silhouette was rejected; this alternate file has a clearly visible face and exact-subject description. Attribute author/source; release distributed cutout adaptation under the same or compatible ShareAlike license; retain license link and change notice. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY-SA 4.0.","category-music-microphone-v3","2026-09-19"
"Vishnuvardhan","vishnuvardhan","actor","approved","https://commons.wikimedia.org/wiki/File:Vishnuvardhan_5.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6c/Vishnuvardhan_5.jpg","Ravvi1910","2006-06-15 (parent photograph; crop uploaded 2024-09-10)","454","600","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Exact Kannada actor Vishnuvardhan; portrait crop extracted from the uploader's 2816x2112 on-set photograph File:Sirivantha 2007.jpg.","Exact Kannada actor Vishnuvardhan; portrait crop extracted from the uploader's 2816x2112 on-set photograph File:Sirivantha 2007.jpg.","Parent file is documented as uploader-owned, has matching 2006 camera EXIF, and is CC BY-SA 4.0. Retain attribution, share-alike, and crop/removal notice. Source license statement: CC BY-SA 4.0.","category-movie-clapperboard-v3","2026-09-19"
"Vivek Oberoi","vivek-oberoi","actor","approved","https://commons.wikimedia.org/wiki/File:Vivek_Oberoi_(2014)_01.jpg","https://upload.wikimedia.org/wikipedia/commons/0/03/Vivek_Oberoi_%282014%29_01.jpg","Laura Lee Dooley; derivative edit by Gpkp","26 July 2024, 19:03:15","2485","3426","CC-BY-2.0","https://creativecommons.org/licenses/by/2.0/","Exact subject; high-resolution solo IIFA portrait with ample crop room.","Exact subject; high-resolution solo IIFA portrait with ample crop room.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. File:Vivek Oberoi and Priyanka Alva Oberoi (IIFA-2014-GreenCarpet2 (285).jpg Flickr Source license statement: CC BY 2.0.","category-movie-clapperboard-v3","2026-09-19"
"Will Ferrell","will-ferrell","actor","approved","https://commons.wikimedia.org/wiki/File:Will_Ferrell_2013.jpg","https://upload.wikimedia.org/wikipedia/commons/3/38/Will_Ferrell_2013.jpg","Eva Rinaldi","2013-11-24 17:37","1000","1559","CC-BY-SA-2.0","https://creativecommons.org/licenses/by-sa/2.0/","Exact subject at the Anchorman 2 Australian premiere; portrait orientation. Use a centered face-and-shoulders crop.","Exact subject at the Anchorman 2 Australian premiere; portrait orientation. Use a centered face-and-shoulders crop.","Attribution, license link, and modification notice required. Any adapted/cutout version must remain under CC BY-SA 2.0 or a compatible license. File page carries a personality-rights notice. Source license statement: CC BY-SA 2.0.","category-movie-clapperboard-v3","2026-09-19"
"Yuvraj Hans","yuvraj-hans","singer","conditional","https://commons.wikimedia.org/wiki/File:Yuvraj_and_Hans_Raj_Hans.jpg","https://upload.wikimedia.org/wikipedia/commons/9/93/Yuvraj_and_Hans_Raj_Hans.jpg","AshKaur","2012-10-26","600","800","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","Exact Yuvraj Hans identification, but the source is a two-person photograph with Hans Raj Hans and only 600 px width.","Exact Yuvraj Hans identification, but the source is a two-person photograph with Hans Raj Hans and only 600 px width.","Uploader dedicates the file CC0. Human cropping is needed to avoid assigning the wrong face; verify Yuvraj's position before any cutout. Source license statement: CC0 1.0.","category-music-microphone-v3","2026-09-19"
